imagen_path,departamento,fecha_procesamiento,AP,APB SÚMATE,CODIGO MESA,ELECTORES HABILITADOS,FP,LIBRE,LYP ADN,MAS-IPSP,MESA,MORENA,PAPELETAS EN ÁNFORA,PAPELETAS NO UTILIZADAS,PDC,UNIDAD,VOTOS BLANCOS,VOTOS NULOS,VOTOS VÁLIDOS
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. de Educacion Media N° 06/01° Padre Carlos Mugica/mesa_5_100324.jpg,01° Padre Carlos Mugica,,AP 020,APB SÚMATE 0.10,,3,FP 006,LIBRE 0.12,LYP ADN 003,MAS-IPSP 080,5,MORENA 08.00,782,782,PDC 026,UNIDAD 007,2,47,89
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_2_103774.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 0 23,APB SÚMATE 007,,3,FP 00 2,LIBRE 002,LYP ADN APB SOMATE,MAS-IPSP 003,930,MORENA 784,734,784,PDC 017,UNIDAD 003,8,64,64
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_4_103794.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP MOSA,APB SÚMATE MOSA 4,,3,FP 004,LIBRE 0 1 1,LYP ADN APB SUMATE,MAS-IPSP 004,4,MORENA 4,419,201,PDC 014,UNIDAD 006,4,54,61
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_3_103784.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP WWW.GOV,APB SÚMATE WWW.GOV,2010,,FP WWW.GOV,LIBRE WWW.GOV,LYP ADN TV. 8 2001,MAS-IPSP WWW.GOV,220,MORENA WWW.GOV,0,8,PDC TV.8EOL,UNIDAD MARGARINE,,,1
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_7_103824.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 043,APB SÚMATE 08.45,103824,3,FP 004,LIBRE 0.11,LYP ADN 00,MAS-IPSP 005,7,MORENA 424,424,496,PDC 0.23,UNIDAD 004,3,56,65
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_5_103804.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 020,APB SÚMATE MOS-IPSP,,3,FP 005,LIBRE 007,LYP ADN AP,MAS-IPSP 508,5,MORENA 7 4 4 8,448,172,PDC 0-11,UNIDAD 005,14,74,64
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_8_103834.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 019,APB SÚMATE 0.82,,3,FP 002,LIBRE 0.9,LYP ADN 003,MAS-IPSP 003,8,MORENA 094,97,82,PDC 0 77,UNIDAD 000,45,49,45
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_6_103814.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 029,APB SÚMATE 09 30,3,3,FP 0.9,LIBRE 0.29,LYP ADN AP,MAS-IPSP 009,6,MORENA 0.29,157,763,PDC 011,UNIDAD 008,5,67,85
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escobar-Esc. Secundaria Basica Nº23/mesa_1_103764.jpg,Escobar-Esc. Secundaria Basica Nº23,,AP 030,APB SÚMATE 030,1,3,FP 002,LIBRE 0 1,LYP ADN 001,MAS-IPSP 001,1,MORENA 030,45,45,PDC 017,UNIDAD 005,13,57,45
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_5_102424.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0,APB SÚMATE 0.95,5,3,FP 004,LIBRE 008,LYP ADN APS COMATE,MAS-IPSP 002,5,MORENA 0 1,25,25,PDC 018,UNIDAD 004,1,58,52
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_6_102434.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0.8,APB SÚMATE 08.00,6,3,FP 08.00,LIBRE 0.10,LYP ADN 08.00,MAS-IPSP 08.00,6,MORENA 08.00,83,8,PDC 036,UNIDAD 005,8,47,65
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_2_102394.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0.9,APB SÚMATE 0830,,3,FP 0830,LIBRE 0830,LYP ADN 0830,MAS-IPSP 0 0 5,2,MORENA 0830,735,830,PDC 025,UNIDAD 005,4,50,87
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_4_102414.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0 2,APB SÚMATE 002,4,3,FP 003,LIBRE 00 7,LYP ADN 00 2,MAS-IPSP 003,4,MORENA 732,75,732,PDC 020,UNIDAD 005,4,63,65
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_3_102404.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 027,APB SÚMATE 0.27,3,3,FP 001,LIBRE 027,LYP ADN 005,MAS-IPSP 001,3,MORENA 0.27,31,30,PDC 030,UNIDAD 0.9,2,5,79
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_7_102444.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0 22,APB SÚMATE 006,7,3,FP 005,LIBRE 006,LYP ADN 00,MAS-IPSP 003,7,MORENA 0.22,6,60,PDC 017,UNIDAD 002,0,60,61
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_1_102384.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 018,APB SÚMATE 006,1,3,FP 08 15,LIBRE 018,LYP ADN 00,MAS-IPSP 003,1,MORENA 770S,719,29,PDC 020,UNIDAD 006,3,49,6
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Primaria Nº139 Congreso De Tucuman/mesa_8_102454.jpg,Escuela Primaria Nº139 Congreso De Tucuman,,AP 0 2,APB SÚMATE 0804,8,3,FP 000,LIBRE 001,LYP ADN 004,MAS-IPSP 0 00,8,MORENA 0804,76,50,PDC 005,UNIDAD 002,1,8,17
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Formación Profesional N°7 Batan/mesa_1_103984.jpg,Escuela Formación Profesional N°7 Batan,,AP 680501,APB SÚMATE 001,1,91,FP 0.19,LIBRE M.A.,LYP ADN 0.19,MAS-IPSP 003,1,MORENA 0.19,,5,PDC 004,UNIDAD 0.9,9,32,1
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Formación Profesional N°7 Batan/mesa_2_103994.jpg,Escuela Formación Profesional N°7 Batan,,AP 0.81,APB SÚMATE 086,80,3,FP 002,LIBRE 0.11,LYP ADN 086,MAS-IPSP 003,86,MORENA 0.11,15,8,PDC 015,UNIDAD 004,6,29,51
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Formación Profesional N°7 Batan/mesa_3_104004.jpg,Escuela Formación Profesional N°7 Batan,,AP 0.76,APB SÚMATE 0.36,3,3,FP 08.00,LIBRE 08.00,LYP ADN 080,MAS-IPSP 001,3,MORENA 1610,76,76,PDC 014,UNIDAD 06,26,26,76
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla/mesa_2_101664.jpg,Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla,,AP 0.20,APB SÚMATE 005,,3,FP 000,LIBRE 0.20,LYP ADN MESA: 2,MAS-IPSP 005,2,MORENA 4383.56,203,207,PDC 0.19,UNIDAD 009,39,39,72
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla/mesa_4_101684.jpg,Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla,,AP 021,APB SÚMATE 0820,4,3,FP 001,LIBRE 007,LYP ADN AP,MAS-IPSP 004,4,MORENA 435964,83,491,PDC 029,UNIDAD 003,3,49,7
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla/mesa_1_101654.jpg,Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla,,AP 0 28,APB SÚMATE 0 1 4,,3,FP 002,LIBRE 006,LYP ADN APB SUMATE,MAS-IPSP 0 1 4,1,MORENA 028,83,203,PDC 038,UNIDAD 009,4,35,78
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla/mesa_3_101674.jpg,Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla,,AP 026,APB SÚMATE 08/15,101674,3,FP 0.25,LIBRE 0.8,LYP ADN 08/15,MAS-IPSP 003,815,MORENA 08.15,134,486,PDC 024,UNIDAD 005,4,49,81
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla/mesa_5_101694.jpg,Escuela de Jornada Completa Nº 16 D.E. 05 Sabina Bove de Bozalla,,AP 0.12,APB SÚMATE 08.29,101694,3,FP 001,LIBRE 002,LYP ADN APB SOMATE,MAS-IPSP 007,5,MORENA 08.29,64,82,PDC 074,UNIDAD 003,3,25,36
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto/mesa_3_101124.jpg,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,,AP 0.19,APB SÚMATE 0.9,101124,3,FP 006,LIBRE 0.49,LYP ADN 001,MAS-IPSP 001,3,MORENA 0930,421,499,PDC 025,UNIDAD 004,2,14,75
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto/mesa_4_101134.jpg,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,,AP 0 1 7,APB SÚMATE MESA 4,,3,FP 0.2,LIBRE 0 1,LYP ADN AP,MAS-IPSP 0 0 3,4,MORENA 7 30,86,234,PDC 015,UNIDAD 004,2,25,59
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto/mesa_1_101104.jpg,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,,AP 017,APB SÚMATE 017,,3,FP 009,LIBRE 014,LYP ADN 001,MAS-IPSP 0930,930,MORENA 017,1745,201,PDC 018,UNIDAD 006,2,5,67
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto/mesa_5_101144.jpg,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,,AP 005,APB SÚMATE 0930,10144,3,FP 000,LIBRE 003,LYP ADN 007,MAS-IPSP 000,5,MORENA 0 67,39,67,PDC 0.08,UNIDAD 003,0,15,29
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto/mesa_2_101114.jpg,Escuela De Jornada Simple Nº 07 D.E. 18 Republica Arabe de Egipto,,AP 016,APB SÚMATE 0 1,2,10,FP 08.00,LIBRE 0 1,LYP ADN 002,MAS-IPSP 005,2,MORENA 016,104,0,PDC 021,UNIDAD 005,2,32,70
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_11_100594.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 049,APB SÚMATE 0 10,11,3,FP 001,LIBRE 0 1,LYP ADN APB SOMATE,MAS-IPSP 003,11,MORENA 08 30,455,494,PDC 0.22,UNIDAD 005,1,38,67
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_7_100624.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 0.9,APB SÚMATE 006,7,3,FP 00 2,LIBRE 012,LYP ADN APB SOMATE,MAS-IPSP 0.03,7,MORENA 08 32,,199,PDC 025,UNIDAD 005,3,45,72
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_4_100694.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 015,APB SÚMATE 0920,4,3,FP 005,LIBRE 0 1 3,LYP ADN 001,MAS-IPSP 003,4,MORENA AP,129,197,PDC 025,UNIDAD 006,3,49,7
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_10_100654.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 018,APB SÚMATE 007,10,7,FP 001,LIBRE 0.06.,LYP ADN AP,MAS-IPSP 0 0,10,MORENA 0930,134,186,PDC 031,UNIDAD 0 1,7,5,47
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_8_100634.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 01 4,APB SÚMATE 0950,,3,FP 005,LIBRE 016,LYP ADN 001,MAS-IPSP 002,8,MORENA 0950,1330,188,PDC 021,UNIDAD 011,3,52,78
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_3_100684.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 0.22,APB SÚMATE 010,,3,FP 003,LIBRE 0.28,LYP ADN 001,MAS-IPSP 0.10,3,MORENA 181,139,189,PDC 031,UNIDAD 005,2,49,88
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_1_100664.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 023,APB SÚMATE 0950,100664,3,FP 002,LIBRE 0 12,LYP ADN APB SUMATE,MAS-IPSP 005,950,MORENA 0950,95,,PDC 032,UNIDAD 0 11,4,98,96
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_2_100674.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 0 26,APB SÚMATE 0.15,100674,3,FP 005,LIBRE 0.13,LYP ADN APB SUMATE,MAS-IPSP 00 2,920,MORENA 1 3 6,45,25,PDC 024,UNIDAD 0.24,25,42,89
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_6_100614.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP AP,APB SÚMATE MOS-LIPSP,6,3,FP 007,LIBRE 008,LYP ADN APB SUMATE,MAS-IPSP 005,6,MORENA 795,725,495,PDC 023,UNIDAD 00 4,7,50,68
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_5_100604.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 0.19,APB SÚMATE 0.19,100604,3,FP 003,LIBRE 007,LYP ADN 001,MAS-IPSP 0 0 7,5,MORENA 1 3 2,132,188,PDC 029,UNIDAD 0.2,3,57,72
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela N° 12 De 19 José Enrique Rodo/mesa_9_100644.jpg,Escuela N° 12 De 19 José Enrique Rodo,,AP 012,APB SÚMATE 0958,9,,FP 008,LIBRE 0 1 5,LYP ADN 0958,MAS-IPSP 002,9,MORENA 954269,205,205,PDC 024,UNIDAD 0.24,1,37,31
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_3_103534.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 016,APB SÚMATE 006,915,3,FP 005,LIBRE 003,LYP ADN APB SUMATE,MAS-IPSP 0 0 4,915,MORENA 218,402,218,PDC 0 10,UNIDAD 0 1 2,45,41,56
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_8_103584.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 072,APB SÚMATE 09.70,8,3,FP 0.14,LIBRE 0.2,LYP ADN APB SUBATE,MAS-IPSP 003,8,MORENA 09.70,45,210,PDC 017,UNIDAD 003,1,44,65
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_5_103554.jpg,Escuela Secundaria Nº34 Almafuerte,,AP APB SOMATE,APB SÚMATE MOS-IPSP,103554,3,FP 0.9,LIBRE 003,LYP ADN APB SOMATE,MAS-IPSP 003,5,MORENA 719 566,125,195,PDC 0.15,UNIDAD 0.09,6,61,58
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_9_103594.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 016,APB SÚMATE MOSA: 9,9,3,FP 0.06.,LIBRE 006,LYP ADN 006,MAS-IPSP 003,9,MORENA 7,9,205,PDC 006,UNIDAD 00 2,8,5,8
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_4_103544.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 0 2,APB SÚMATE 002,4,3,FP 003,LIBRE 0.25,LYP ADN 0000,MAS-IPSP 000,4,MORENA 09.15,0,207,PDC 014,UNIDAD 011,4,14,67
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_2_103524.jpg,Escuela Secundaria Nº34 Almafuerte,,AP APB SOMATE,APB SÚMATE 0915,915,3,FP 002,LIBRE 005,LYP ADN 0915,MAS-IPSP 005,915,MORENA 0915,42,216,PDC 008,UNIDAD 005,9,42,53
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_1_103514.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 0,APB SÚMATE MOSA 1,,3,FP 004,LIBRE 004,LYP ADN APB SOMATE,MAS-IPSP 0 0,9,MORENA 334862,102,218,PDC 011,UNIDAD 008,12,38,52
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_7_103574.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 026,APB SÚMATE 006,7,3,FP 003,LIBRE 005,LYP ADN 002,MAS-IPSP 002,7,MORENA 09.40,449,201,PDC 012,UNIDAD 006,3,47,69
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Escuela Secundaria Nº34 Almafuerte/mesa_6_103564.jpg,Escuela Secundaria Nº34 Almafuerte,,AP 014,APB SÚMATE 0.8,6,3,FP 003,LIBRE 0.8,LYP ADN AP,MAS-IPSP 001,6,MORENA 014,99,220,PDC 010,UNIDAD 006,2,99,94
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_3_100144.jpg,13° Escuela del Parque,,AP 024,APB SÚMATE 007,3,7,FP 004,LIBRE 0.11,LYP ADN 007,MAS-IPSP 003,3,MORENA 0.81,800,200,PDC 026,UNIDAD 008,3,31,86
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_1_100124.jpg,13° Escuela del Parque,,AP 0 22,APB SÚMATE 09 20,920,3,FP 001,LIBRE 006,LYP ADN APB SONATE,MAS-IPSP 001,1,MORENA 722,722,722,PDC 029,UNIDAD 003,1,50,71
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_5_100164.jpg,13° Escuela del Parque,,AP 025,APB SÚMATE 0.25,9,3,FP 008,LIBRE 004,LYP ADN 000,MAS-IPSP 004,5,MORENA 025,99,20,PDC 027,UNIDAD 004,2,44,74
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_4_100154.jpg,13° Escuela del Parque,,AP 0.8,APB SÚMATE 004,4,3,FP 003,LIBRE 004,LYP ADN AP,MAS-IPSP 00 2,4,MORENA 7 9 3,797,793,PDC 046,UNIDAD 003,3,36,86
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_2_100134.jpg,13° Escuela del Parque,,AP 031,APB SÚMATE EMAS: 2,2,3,FP 000,LIBRE 001,LYP ADN APB SUMATE,MAS-IPSP 001,2,MORENA 230097,45,201,PDC 030,UNIDAD 002,2,45,71
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_6_100174.jpg,13° Escuela del Parque,,AP 045,APB SÚMATE MOSA 6,,3,FP 003,LIBRE 0.45,LYP ADN APB SOMATE,MAS-IPSP 003,6,MORENA 55.1392,728,790,PDC 031,UNIDAD 008,2,42,84
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Buenos Aires/Esc. De Educación Media N° 02/13° Escuela del Parque/mesa_7_100184.jpg,13° Escuela del Parque,,AP 015,APB SÚMATE MESA: 7,736,3,FP 002,LIBRE 003,LYP ADN AP,MAS-IPSP 007,7,MORENA 736,670,736,PDC 019,UNIDAD 00 2,0,23,44
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/La Rioja/Salón de Jubilados de Vichigasta/mesa_1_105264.jpg,Salón de Jubilados de Vichigasta,,AP A3,APB SÚMATE MESA 1,1,3,FP A3,LIBRE A3,LYP ADN OEP,MAS-IPSP 0.2,1,MORENA 105264,5264,6,PDC MCDO,UNIDAD MESA 1,7,25,6
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/La Rioja/Salón de Jubilados de Vichigasta/mesa_2_105274.jpg,Salón de Jubilados de Vichigasta,,AP MOSA,APB SÚMATE MESA 2,800,3,FP MOSA,LIBRE MESA,LYP ADN MESA 2,MAS-IPSP WWW.GOV,2,MORENA MOSP,1,333,PDC 001,UNIDAD 8.00,6,33,6
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/San Luis/Escuela Normal de Ninas Paula Dominguez de Bazan/mesa_2_105354.jpg,Escuela Normal de Ninas Paula Dominguez de Bazan,,AP MOSA,APB SÚMATE 002,2,3,FP 000,LIBRE 003,LYP ADN AP,MAS-IPSP 081,2,MORENA A3,24,29,PDC 002,UNIDAD 001,2,6,16
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/San Luis/Escuela Normal de Ninas Paula Dominguez de Bazan/mesa_1_105344.jpg,Escuela Normal de Ninas Paula Dominguez de Bazan,,AP LYN ADN,APB SÚMATE 001,,3,FP 004,LIBRE 005,LYP ADN AP,MAS-IPSP 001,1,MORENA AP,103,217,PDC 022,UNIDAD 005,5,42,56
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/San Juan/Escuela Dr. Antonio Aberastain School/mesa_1_105324.jpg,Escuela Dr. Antonio Aberastain School,,AP OEP,APB SÚMATE 08.22,1,3,FP 0EP,LIBRE MSA:1,LYP ADN 052,MAS-IPSP 0.2,1,MORENA 1 95,26,26,PDC 0 26,UNIDAD 0.26,26,52,26
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/San Juan/Escuela Dr. Antonio Aberastain School/mesa_2_105334.jpg,Escuela Dr. Antonio Aberastain School,,AP 0.11,APB SÚMATE 08.23,2,7,FP 08.23,LIBRE 002,LYP ADN 08.23,MAS-IPSP 0.65,2,MORENA 08.23,99,99,PDC 009,UNIDAD 003,13,49,31
/content/drive/MyDrive/Inteligencia-Artificial_2/Argentina-20250829T015557Z-1-001/Argentina/Santa Cruz/Pastoral de Rio Gallegos/mesa_3_105394.jpg,Pastoral de Rio Gallegos,,AP 005,APB SÚMATE APB SMATE,,3,FP 000,LIBRE 001,LYP ADN APB SOMATE,MAS-IPSP 0,3,MORENA 65 7491,18,93,PDC 004,UNIDAD 000,0,5,13
